number,pokemon_name,main_type,secondary_type,region,attack,defense,capture_rate,resistance,weakness,poss_attacks
363,Spheal,Ice,Water,Hoenn,95,90,50%,"{'62.5%': ['Water'], '39%': ['Ice']}","{'160%': ['Electric', 'Fighting', 'Grass', 'Rock']}","['Rock Smash', 'Water Gun', 'Aurora Beam', 'Body Slam', 'Water Pulse']"
364,Sealeo,Ice,Water,Hoenn,137,132,25%,"{'62.5%': ['Water'], '39%': ['Ice']}","{'160%': ['Electric', 'Fighting', 'Grass', 'Rock']}","['Powder Snow', 'Water Gun', 'Aurora Beam', 'Body Slam', 'Water Pulse']"
365,Walrein,Ice,Water,Hoenn,182,176,12.5%,"{'62.5%': ['Water'], '39%': ['Ice']}","{'160%': ['Electric', 'Fighting', 'Grass', 'Rock']}","['Frost Breath', 'Waterfall', 'Powder Snow', 'Blizzard', 'Earthquake', 'Water Pulse', 'Icicle Spear']"
366,Clamperl,Water,,Hoenn,133,135,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Water Gun', 'Body Slam', 'Ice Beam', 'Water Pulse']"
367,Huntail,Water,,Hoenn,197,179,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Bite', 'Water Gun', 'Aqua Tail', 'Crunch', 'Ice Beam']"
368,Gorebyss,Water,,Hoenn,211,179,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Confusion', 'Water Gun', 'Draining Kiss', 'Psychic', 'Water Pulse']"
369,Relicanth,Water,Rock,Hoenn,162,203,90%,"{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}","['Water Gun', 'Zen Headbutt', 'Ancient Power', 'Aqua Tail', 'Hydro Pump']"
370,Luvdisc,Water,,Hoenn,81,128,30%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Splash', 'Water Gun', 'Aqua Jet', 'Draining Kiss', 'Water Pulse']"
371,Bagon,Dragon,,Hoenn,134,93,40%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}","['Bite', 'Ember', 'Crunch', 'Flamethrower', 'Twister']"
372,Shelgon,Dragon,,Hoenn,172,155,10%,"{'62.5%': ['Electric', 'Fire', 'Grass', 'Water']}","{'160%': ['Dragon', 'Fairy', 'Ice']}","['Dragon Breath', 'Ember', 'Dragon Pulse', 'Flamethrower', 'Twister']"
373,Salamence,Dragon,Flying,Hoenn,277,168,5%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Dragon', 'Fairy', 'Rock'], '256%': ['Ice']}","['Bite', 'Dragon Tail', 'Fire Fang', 'Draco Meteor', 'Fire Blast', 'Hydro Pump', 'Outrage']"
374,Beldum,Steel,Psychic,Hoenn,96,132,40%,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}","['Take Down', 'Struggle']"
375,Metang,Steel,Psychic,Hoenn,138,176,10%,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}","['Metal Claw', 'Zen Headbutt', 'Gyro Ball', 'Psychic', 'Psyshock']"
376,Metagross,Steel,Psychic,Hoenn,257,228,5%,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}","['Bullet Punch', 'Zen Headbutt', 'Earthquake', 'Flash Cannon', 'Psychic', 'Meteor Mash']"
377,Regirock,Rock,,Hoenn,179,309,2%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}","['Lock-On', 'Rock Smash', 'Rock Throw', 'Focus Blast', 'Stone Edge', 'Zap Cannon', 'Earthquake']"
378,Regice,Ice,,Hoenn,179,309,2%,{'62.5%': ['Ice']},"{'160%': ['Fighting', 'Fire', 'Rock', 'Steel']}","['Frost Breath', 'Lock-On', 'Rock Smash', 'Blizzard', 'Earthquake', 'Focus Blast', 'Thunder']"
379,Registeel,Steel,,Hoenn,143,285,2%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock', 'Steel'], '39%': ['Poison']}","{'160%': ['Fighting', 'Fire', 'Ground']}","['Lock-On', 'Metal Claw', 'Rock Smash', 'Flash Cannon', 'Focus Blast', 'Hyper Beam', 'Zap Cannon']"
380,Latias,Dragon,Psychic,Hoenn,228,246,2%,"{'62.5%': ['Electric', 'Fighting', 'Fire', 'Grass', 'Psychic', 'Water']}","{'160%': ['Bug', 'Dark', 'Dragon', 'Fairy', 'Ghost', 'Ice']}","['Charm', 'Dragon Breath', 'Zen Headbutt', 'Outrage', 'Psychic', 'Thunder', 'Mist Ball']"
381,Latios,Dragon,Psychic,Hoenn,268,212,2%,"{'62.5%': ['Electric', 'Fighting', 'Fire', 'Grass', 'Psychic', 'Water']}","{'160%': ['Bug', 'Dark', 'Dragon', 'Fairy', 'Ghost', 'Ice']}","['Dragon Breath', 'Zen Headbutt', 'Dragon Claw', 'Psychic', 'Solar Beam', 'Luster Purge']"
382,Kyogre,Water,,Hoenn,270,228,2%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Waterfall', 'Blizzard', 'Hydro Pump', 'Surf', 'Thunder']"
383,Groudon,Ground,,Hoenn,270,228,2%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}","['Dragon Tail', 'Mud Shot', 'Earthquake', 'Fire Blast', 'Solar Beam', 'Fire Punch']"
384,Rayquaza,Dragon,Flying,Hoenn,284,170,2%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Dragon', 'Fairy', 'Rock'], '256%': ['Ice']}","['Air Slash', 'Dragon Tail', 'Aerial Ace', 'Ancient Power', 'Outrage', 'Hurricane']"
385,Jirachi,Steel,Psychic,Hoenn,210,210,N/A,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}","['Charge Beam', 'Confusion', 'Dazzling Gleam', 'Doom Desire', 'Psychic']"
386,Deoxys,Psychic,,Hoenn,345,115,6%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Charge Beam', 'Zen Headbutt', 'Hyper Beam', 'Psycho Boost', 'Thunderbolt', 'Poison Jab', 'Zen Headbutt', 'Dark Pulse', 'Psycho Boost', 'Zap Cannon', 'Counter', 'Zen Headbutt', 'Psycho Boost', 'Rock Slide', 'Thunderbolt', 'Charge Beam', 'Zen Headbutt', 'Psycho Boost', 'Swift', 'Thunderbolt']"
387,Turtwig,Grass,,Sinnoh,119,110,20%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Razor Leaf', 'Tackle', 'Body Slam', 'Energy Ball', 'Seed Bomb']"
388,Grotle,Grass,,Sinnoh,157,143,10%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bite', 'Razor Leaf', 'Body Slam', 'Energy Ball', 'Solar Beam']"
389,Torterra,Grass,Ground,Sinnoh,202,188,5%,"{'62.5%': ['Ground', 'Rock'], '24%': ['Electric']}","{'160%': ['Bug', 'Fire', 'Flying'], '256%': ['Ice']}","['Bite', 'Razor Leaf', 'Earthquake', 'Sand Tomb', 'Solar Beam', 'Stone Edge', 'Frenzy Plant']"
390,Chimchar,Fire,,Sinnoh,113,86,20%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}","['Ember', 'Scratch', 'Flame Charge', 'Flame Wheel', 'Flamethrower']"
391,Monferno,Fire,Fighting,Sinnoh,158,105,10%,"{'62.5%': ['Dark', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Bug']}","{'160%': ['Ground', 'Flying', 'Psychic', 'Water']}","['Ember', 'Rock Smash', 'Flame Wheel', 'Flamethrower', 'Low Sweep']"
392,Infernape,Fire,Fighting,Sinnoh,222,151,5%,"{'62.5%': ['Dark', 'Fire', 'Grass', 'Ice', 'Steel'], '39%': ['Bug']}","{'160%': ['Ground', 'Flying', 'Psychic', 'Water']}","['Fire Spin', 'Rock Smash', 'Close Combat', 'Flamethrower', 'Solar Beam', 'Blast Burn']"
393,Piplup,Water,,Sinnoh,112,102,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Bubble', 'Pound', 'Bubble Beam', 'Drill Peck', 'Icy Wind']"
394,Prinplup,Water,,Sinnoh,150,139,10%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Bubble', 'Metal Claw', 'Bubble Beam', 'Hydro Pump', 'Icy Wind']"
395,Empoleon,Water,Steel,Sinnoh,210,186,5%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Flying', 'Normal', 'Psychic', 'Rock', 'Water'], '39%': ['Ice', 'Poison', 'Steel']}","{'160%': ['Electric', 'Fighting', 'Ground']}","['Metal Claw', 'Waterfall', 'Blizzard', 'Drill Peck', 'Flash Cannon', 'Hydro Pump', 'Hydro Cannon']"
396,Starly,Normal,Flying,Sinnoh,101,58,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Quick Attack', 'Tackle', 'Aerial Ace', 'Brave Bird']"
397,Staravia,Normal,Flying,Sinnoh,142,94,25%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Quick Attack', 'Wing Attack', 'Aerial Ace', 'Brave Bird', 'Heat Wave']"
398,Staraptor,Normal,Flying,Sinnoh,234,140,12.5%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Quick Attack', 'Wing Attack', 'Brave Bird', 'Close Combat', 'Heat Wave']"
399,Bidoof,Normal,,Sinnoh,80,73,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Tackle', 'Take Down', 'Crunch', 'Grass Knot', 'Hyper Fang', 'Ice Beam', 'Shadow Ball', 'Superpower', 'Thunderbolt']"
400,Bibarel,Normal,Water,Sinnoh,162,119,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water'], '39%': ['Ghost']}","{'160%': ['Electric', 'Fighting', 'Grass']}","['Take Down', 'Water Gun', 'Hyper Beam', 'Hyper Fang', 'Surf']"
401,Kricketot,Bug,,Sinnoh,45,74,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Bug Bite', 'Struggle Bug', 'Struggle']"
402,Kricketune,Bug,,Sinnoh,160,100,20%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Fury Cutter', 'Struggle Bug', 'Aerial Ace', 'Bug Buzz', 'X-Scissor']"
403,Shinx,Electric,,Sinnoh,117,64,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Spark', 'Tackle', 'Discharge', 'Swift', 'Thunderbolt']"
404,Luxio,Electric,,Sinnoh,159,95,25%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Bite', 'Spark', 'Crunch', 'Thunderbolt', 'Wild Charge']"
405,Luxray,Electric,,Sinnoh,232,156,12.5%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Hidden Power', 'Snarl', 'Spark', 'Crunch', 'Hyper Beam', 'Wild Charge', 'Psychic Fangs']"
406,Budew,Grass,Poison,Sinnoh,91,109,N/A,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}","['Hidden Power', 'Razor Leaf', 'Energy Ball', 'Grass Knot']"
407,Roserade,Grass,Poison,Sinnoh,243,185,15%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}","['Poison Jab', 'Razor Leaf', 'Bullet Seed', 'Dazzling Gleam', 'Grass Knot', 'Leaf Storm', 'Sludge Bomb', 'Solar Beam', 'Weather Ball']"
408,Cranidos,Rock,,Sinnoh,218,71,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}","['Take Down', 'Zen Headbutt', 'Ancient Power', 'Bulldoze', 'Rock Tomb']"
409,Rampardos,Rock,,Sinnoh,295,109,20%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}","['Smack Down', 'Zen Headbutt', 'Flamethrower', 'Outrage', 'Rock Slide']"
410,Shieldon,Rock,Steel,Sinnoh,76,195,50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}","['Iron Tail', 'Tackle', 'Ancient Power', 'Heavy Slam', 'Rock Tomb']"
411,Bastiodon,Rock,Steel,Sinnoh,94,286,20%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}","['Iron Tail', 'Smack Down', 'Flamethrower', 'Flash Cannon', 'Stone Edge']"
412,Burmy,Bug,,Sinnoh,53,83,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}","['Bug Bite', 'Tackle', 'Struggle']"
413,Wormadam,Bug,Grass,Sinnoh,141,180,15%,"{'62.5%': ['Electric', 'Fighting', 'Water'], '39%': ['Grass', 'Ground']}","{'160%': ['Bug', 'Ice', 'Poison', 'Rock'], '256%': ['Fire', 'Flying']}","['Bug Bite', 'Confusion', 'Bug Buzz', 'Psybeam', 'Energy Ball', 'Bulldoze', 'Iron Head']"
414,Mothim,Bug,Flying,Sinnoh,185,98,15%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}","['Air Slash', 'Bug Bite', 'Aerial Ace', 'Bug Buzz', 'Psybeam']"
415,Combee,Bug,Flying,Sinnoh,59,83,15%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}","['Bug Bite', 'Bug Buzz']"
416,Vespiquen,Bug,Flying,Sinnoh,149,190,15%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}","['Air Slash', 'Bug Bite', 'Fury Cutter', 'Poison Sting', 'Bug Buzz', 'Fell Stinger', 'Power Gem', 'Signal Beam', 'X-Scissor']"
417,Pachirisu,Electric,,Sinnoh,94,172,30%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},"['Spark', 'Volt Switch', 'Thunder', 'Thunder Punch', 'Thunderbolt']"
418,Buizel,Water,,Sinnoh,132,67,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Quick Attack', 'Water Gun', 'Aqua Jet', 'Swift', 'Water Pulse']"
419,Floatzel,Water,,Sinnoh,221,114,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Water Gun', 'Waterfall', 'Aqua Jet', 'Hydro Pump', 'Swift']"
420,Cherubi,Grass,,Sinnoh,108,92,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bullet Seed', 'Tackle', 'Dazzling Gleam', 'Petal Blizzard', 'Seed Bomb']"
421,Cherrim,Grass,,Sinnoh,170,153,10%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bullet Seed', 'Razor Leaf', 'Dazzling Gleam', 'Hyper Beam', 'Solar Beam', 'Weather Ball']"
422,Shellos,Water,,Sinnoh,103,105,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Hidden Power', 'Mud-Slap', 'Body Slam', 'Mud Bomb', 'Water Pulse']"
423,Gastrodon,Water,Ground,Sinnoh,169,143,20%,"{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},"['Hidden Power', 'Mud-Slap', 'Body Slam', 'Earth Power', 'Water Pulse', 'Earthquake']"
424,Ambipom,Normal,,Sinnoh,205,143,20%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Astonish', 'Scratch', 'Aerial Ace', 'Hyper Beam', 'Low Sweep']"
425,Drifloon,Ghost,Flying,Sinnoh,117,80,40%,"{'62.5%': ['Grass', 'Poison'], '39%': ['Bug', 'Ground', 'Normal'], '24%': ['Fighting']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}","['Astonish', 'Hex', 'Icy Wind', 'Ominous Wind', 'Shadow Ball']"
426,Drifblim,Ghost,Flying,Sinnoh,180,102,20%,"{'62.5%': ['Grass', 'Poison'], '39%': ['Bug', 'Ground', 'Normal'], '24%': ['Fighting']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}","['Astonish', 'Hex', 'Icy Wind', 'Ominous Wind', 'Shadow Ball']"
427,Buneary,Normal,,Sinnoh,130,105,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Pound', 'Quick Attack', 'Fire Punch', 'Swift']"
428,Lopunny,Normal,,Sinnoh,156,194,20%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Low Kick', 'Pound', 'Fire Punch', 'Focus Blast', 'Hyper Beam']"
429,Mismagius,Ghost,,Sinnoh,211,187,10%,"{'62.5%': ['Bug', 'Poison'], '39%': ['Fighting', 'Normal']}","{'160%': ['Dark', 'Ghost']}","['Hex', 'Sucker Punch', 'Dark Pulse', 'Dazzling Gleam', 'Shadow Ball']"
430,Honchkrow,Dark,Flying,Sinnoh,243,103,10%,"{'62.5%': ['Dark', 'Ghost', 'Grass'], '39%': ['Ground', 'Psychic']}","{'160%': ['Electric', 'Fairy', 'Ice', 'Rock']}","['Peck', 'Snarl', 'Brave Bird', 'Dark Pulse', 'Psychic', 'Sky Attack']"
431,Glameow,Normal,,Sinnoh,109,82,40%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Quick Attack', 'Scratch', 'Aerial Ace', 'Play Rough', 'Thunderbolt']"
432,Purugly,Normal,,Sinnoh,172,133,15%,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Scratch', 'Shadow Claw', 'Aerial Ace', 'Play Rough', 'Thunder']"
433,Chingling,Psychic,,Sinnoh,114,94,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}","['Astonish', 'Zen Headbutt', 'Psyshock', 'Shadow Ball', 'Wrap']"
434,Stunky,Poison,Dark,Sinnoh,121,90,50%,"{'62.5%': ['Dark', 'Ghost', 'Grass', 'Poison', 'Psychic']}",{'160%': ['Ground']},"['Bite', 'Scratch', 'Crunch', 'Flamethrower', 'Sludge Bomb']"
435,Skuntank,Poison,Dark,Sinnoh,184,132,20%,"{'62.5%': ['Dark', 'Ghost', 'Grass', 'Poison', 'Psychic']}",{'160%': ['Ground']},"['Bite', 'Poison Jab', 'Crunch', 'Flamethrower', 'Sludge Bomb']"
436,Bronzor,Steel,Psychic,Sinnoh,43,154,50%,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}","['Confusion', 'Tackle', 'Gyro Ball', 'Heavy Slam', 'Payback', 'Psyshock']"
437,Bronzong,Steel,Psychic,Sinnoh,161,213,20%,"{'62.5%': ['Dragon', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Rock', 'Steel'], '39%': ['Poison', 'Psychic']}","{'160%': ['Dark', 'Fire', 'Ghost', 'Ground']}","['Confusion', 'Feint Attack', 'Bulldoze', 'Flash Cannon', 'Heavy Slam', 'Payback', 'Psychic', 'Psyshock']"
438,Bonsly,Rock,,Sinnoh,124,133,N/A,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}","['Counter', 'Rock Throw', 'Earthquake', 'Rock Slide', 'Rock Tomb']"
439,Mime Jr.,Psychic,Fairy,Sinnoh,125,142,N/A,"{'62.5%': ['Psychic'], '39%': ['Dragon', 'Fighting']}","{'160%': ['Ghost', 'Poison', 'Steel']}","['Confusion', 'Pound', 'Psybeam', 'Psychic', 'Psyshock']"
440,Happiny,Normal,,Sinnoh,25,77,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Pound', 'Zen Headbutt', 'Psychic']"
441,Chatot,Normal,Flying,Sinnoh,183,91,30%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}","['Peck', 'Steel Wing', 'Heat Wave', 'Night Shade', 'Sky Attack']"
442,Spiritomb,Ghost,Dark,Sinnoh,169,199,10%,"{'62.5%': ['Fighting', 'Poison'], '39%': ['Normal', 'Psychic']}",{'160%': ['Fairy']},"['Feint Attack', 'Sucker Punch', 'Ominous Wind', 'Shadow Ball', 'Shadow Sneak']"
443,Gible,Dragon,Ground,Sinnoh,124,84,40%,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}","['Mud Shot', 'Take Down', 'Body Slam', 'Dig', 'Twister']"
444,Gabite,Dragon,Ground,Sinnoh,172,125,10%,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}","['Mud Shot', 'Take Down', 'Dig', 'Flamethrower', 'Twister']"
445,Garchomp,Dragon,Ground,Sinnoh,261,193,5%,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}","['Dragon Tail', 'Mud Shot', 'Earthquake', 'Fire Blast', 'Outrage', 'Sand Tomb', 'Earth Power']"
446,Munchlax,Normal,,Sinnoh,137,117,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},"['Lick', 'Tackle', 'Body Slam', 'Bulldoze', 'Gunk Shot']"
447,Riolu,Fighting,,Sinnoh,127,78,N/A,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}","['Counter', 'Quick Attack', 'Brick Break', 'Cross Chop', 'Low Sweep']"
448,Lucario,Fighting,Steel,Sinnoh,236,144,10%,"{'62.5%': ['Dark', 'Dragon', 'Grass', 'Ice', 'Normal', 'Steel'], '39%': ['Bug', 'Poison', 'Rock']}","{'160%': ['Fighting', 'Fire', 'Ground']}","['Bullet Punch', 'Counter', 'Aura Sphere', 'Close Combat', 'Flash Cannon', 'Power-Up Punch', 'Shadow Ball']"
449,Hippopotas,Ground,,Sinnoh,124,118,40%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}","['Bite', 'Tackle', 'Body Slam', 'Dig', 'Rock Tomb']"
450,Hippowdon,Ground,,Sinnoh,201,191,15%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}","['Bite', 'Fire Fang', 'Ice Fang', 'Thunder Fang', 'Body Slam', 'Earth Power', 'Earthquake', 'Stone Edge', 'Weather Ball']"
451,Skorupi,Poison,Bug,Sinnoh,93,151,40%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}","['Infestation', 'Poison Sting', 'Aqua Tail', 'Cross Poison', 'Sludge Bomb']"
452,Drapion,Poison,Dark,Sinnoh,180,202,15%,"{'62.5%': ['Dark', 'Ghost', 'Grass', 'Poison', 'Psychic']}",{'160%': ['Ground']},"['Bite', 'Ice Fang', 'Infestation', 'Poison Sting', 'Aqua Tail', 'Crunch', 'Fell Stinger', 'Sludge Bomb']"
453,Croagunk,Poison,Fighting,Sinnoh,116,76,40%,"{'62.5%': ['Dark', 'Fighting', 'Grass', 'Poison', 'Rock'], '39%': ['Bug']}","{'160%': ['Flying', 'Ground'], '256%': ['Psychic']}","['Poison Jab', 'Poison Sting', 'Brick Break', 'Low Sweep', 'Sludge Bomb']"
454,Toxicroak,Poison,Fighting,Sinnoh,211,133,15%,"{'62.5%': ['Dark', 'Fighting', 'Grass', 'Poison', 'Rock'], '39%': ['Bug']}","{'160%': ['Flying', 'Ground'], '256%': ['Psychic']}","['Counter', 'Poison Jab', 'Dynamic Punch', 'Mud Bomb', 'Sludge Bomb']"
455,Carnivine,Grass,,Sinnoh,187,136,90%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}","['Bite', 'Vine Whip', 'Crunch', 'Energy Ball', 'Power Whip']"
456,Finneon,Water,,Sinnoh,96,116,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Pound', 'Water Gun', 'Ice Beam', 'Silver Wind', 'Water Pulse']"
457,Lumineon,Water,,Sinnoh,142,170,20%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}","['Water Gun', 'Waterfall', 'Blizzard', 'Silver Wind', 'Water Pulse']"
458,Mantyke,Water,Flying,Sinnoh,105,179,N/A,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}","['Bubble', 'Tackle', 'Aerial Ace', 'Ice Beam', 'Water Pulse']"
